"","Name.in.English","Degree.of.endangerment","Latitude","Longitude"
"497","Lemolang","Vulnerable",-2.6303,120.1849
"498","Ampibabo Lauje","Vulnerable",0.3295,120.1904
"499","Napu","Vulnerable",-1.2882,120.2536
"500","Totoli","Vulnerable",0.8953,120.2838
"501","Nyangumarta","Vulnerable",-20.016,120.4101
"502","Besoa","Vulnerable",-1.7163,120.4211
"503","Dondo","Vulnerable",0.747,120.4266
"504","Paiwan","Vulnerable",22.4313,120.7809
"505","Rukai","Vulnerable",22.792,120.8104
"506","Tsou","Vulnerable",23.5174,120.8564
"507","Wotu","Vulnerable",-2.6303,120.888
"508","Tialo","Vulnerable",0.4888,120.8935
"509","Kodeoha","Vulnerable",-3.4147,120.9155
"510","Boano","Vulnerable",0.4724,120.9979
"511","Pyuma","Vulnerable",22.8027,121.0748
"512","Rahambuu","Vulnerable",-3.1898,121.0858
"513","Bunun","Vulnerable",23.3624,121.1077
"514","Padoe","Vulnerable",-2.6467,121.2615
"515","Tayal","Vulnerable",24.5458,121.3591
"516","Amis","Vulnerable",23.4456,121.4483
"517","Taroko","Vulnerable",24.0916,121.5218
"518","Yami","Vulnerable",22.0512,121.5403
"519","Central Cagayan Agta","Vulnerable",17.9891,121.8603
"520","Tombelala","Vulnerable",-2.5315,121.9454
"521","Dupaninan Agta","Vulnerable",17.9682,122.0361
"522","Busoa","Vulnerable",-5.5722,122.6074
"523","Saluan","Vulnerable",-0.8129,122.871
"524","Martuwangka","Vulnerable",-24.1975,122.9589
"525","Andio","Vulnerable",-0.8514,123.1457
"526","Ngaanyatjarra","Vulnerable",-26.037,124.541
"527","Adabe","Vulnerable",-8.2549,125.5737
"528","Habu","Vulnerable",-8.7819,126.0021
"529","Kairui-Midiki","Vulnerable",-8.7222,126.2878
"530","Kukatja","Vulnerable",-21.2074,126.4746
"531","Naueti","Vulnerable",-8.7357,126.7053
"532","Lisela","Vulnerable",-3.2392,127.0239
"533","Taba","Vulnerable",0.0659,127.4084
"534","Pintupi","Vulnerable",-22.8882,128.3203
"535","Alune","Vulnerable",-3.0637,128.3752
"536","Gebe","Vulnerable",-0.1922,129.5397
"537","Serili","Vulnerable",-8.1136,129.9023
"538","Pitjantjatjara","Vulnerable",-26.0719,129.9517
"539","Legenyem","Vulnerable",-0.3186,130.7345
"540","Yakut","Vulnerable",62.3496,130.8691
"541","Tiwi","Vulnerable",-11.6091,130.8911
"542","Biak","Vulnerable",-0.3076,131.2207
"543","Warlpiri","Vulnerable",-20.8177,131.6601
"544","As","Vulnerable",-0.736,131.7727
"545","Arrernte","Vulnerable",-24.1668,132.0996
"546","Onin","Vulnerable",-2.9745,132.2383
"547","Arguni","Vulnerable",-2.6632,132.5418
"548","Iwaidja","Vulnerable",-11.4592,132.55
"549","Bedoanas","Vulnerable",-2.7263,132.5582
"550","Erokwanas","Vulnerable",-2.8113,132.6708
"551","Kunwinjku","Vulnerable",-12.1333,133.4014
"552","Maung","Vulnerable",-11.913,133.7255
"553","Kowiai","Vulnerable",-3.9437,134.0881
"554","Gurrgoni","Vulnerable",-12.1037,134.3408
"555","Lola","Vulnerable",-6.3316,134.8818
"556","Auye","Vulnerable",-3.5627,135.9915
"557","Awera","Vulnerable",-2.7084,136.0395
"558","Tause","Vulnerable",-2.8744,136.2469
"559","Gupapuyngu","Vulnerable",-12.6624,136.549
"560","Anindilyakwa","Vulnerable",-13.9987,136.582
"561","Fayu","Vulnerable",-3.1,136.8
"562","Uhunduni","Vulnerable",-4.2054,137.031
"563","Damal","Vulnerable",-4.2806,137.0324
"564","Pauwi","Vulnerable",-1.8151,137.8193
"565","Koneraw","Vulnerable",-8.3854,137.9415
"566","Obokuitai","Vulnerable",-2.9046,138.0816
"567","Kaiy","Vulnerable",-2.943,138.1777
"568","Isirawa","Vulnerable",-1.8783,138.5485
"569","Taworta","Vulnerable",-3.2776,138.7902
"570","Momuna","Vulnerable",-5,139
"571","Dabra","Vulnerable",-3.4092,139.0209
"572","Itik","Vulnerable",-2.3181,139.148
"573","Kwansu","Vulnerable",-2.5383,140.2061
"574","Awyi","Vulnerable",-2.943,140.6359
"575","Ormu","Vulnerable",-2.5136,140.6675
"576","Senggi","Vulnerable",-3.4339,140.7685
"577","Tofanma","Vulnerable",-3.5675,140.7925
"578","Dubu","Vulnerable",-3.5134,140.8612
"579","Wik Mungkan","Vulnerable",-12.9403,141.9873
"580","Bumbita Arapesh","Vulnerable",-3.6449,142.8002
"581","Bukiyip","Vulnerable",-3.4256,143.0886
"582","Kaningara","Vulnerable",-4.5784,143.3612
"583","Kaiep","Vulnerable",-3.6666,143.8166
"584","Murik","Vulnerable",-3.8368,144.2807
"585","Chamorro","Vulnerable",13.4323,144.7338
"586","Guugu Yimidhirr","Vulnerable",-14.8598,144.7338
"587","Sepa","Vulnerable",-4.3245,144.9755
"588","Kaki Ae","Vulnerable",-7.9653,145.7858
"589","Wab","Vulnerable",-5.6296,146.39
"590","Duwet","Vulnerable",-6.4763,146.8377
"591","Koitabu","Vulnerable",-9.346,147.1179
"592","Numbani","Vulnerable",-7.5177,147.2991
"593","Grass Koiari","Vulnerable",-9.4558,147.5559
"594","Nauna","Vulnerable",-2.2159,148.1986
"595","Onjab","Vulnerable",-9.2973,149.1613
"596","Magori","Vulnerable",-10.2554,149.2108
"597","Karore","Vulnerable",-6.1542,149.8205
"598","Sengseng","Vulnerable",-6.0681,150.2792
"599","Bosilewa","Vulnerable",-9.449,150.661
"600","Laxudumau","Vulnerable",-2.8922,151.2467
"601","Kuot","Vulnerable",-3.0692,151.5234
"602","Taulil","Vulnerable",-4.5435,152.0397
"603","Kandas","Vulnerable",-4.4121,152.7868
"604","Budibud","Vulnerable",-9.2973,153.6891
"605","Hoava","Vulnerable",-8.1883,157.6036
"606","Kokota","Vulnerable",-8.0347,159.1781
"607","Gao","Vulnerable",-8.3514,159.8167
"608","Faghani","Vulnerable",-10.4337,161.5979
"609","Kumak","Vulnerable",-20.1278,164.0259
"610","Caac","Vulnerable",-20.3883,164.5614
"611","Jawe","Vulnerable",-20.4913,164.696
"612","Fwâi","Vulnerable",-20.7048,164.9034
"613","Fagauvea (Southern)","Vulnerable",-20.7381,166.4126
"614","Xaragure","Vulnerable",-21.8054,166.4964
"615","Fagauvea (Northern)","Vulnerable",-20.4089,166.5444
"616","Drubea","Vulnerable",-22.0347,166.5527
"617","Malmariv","Vulnerable",-15.2656,166.9104
"618","Shark Bay","Vulnerable",-15.2987,167.1459
"619","Lehali","Vulnerable",-13.5205,167.2998
"620","Löyöp","Vulnerable",-13.5311,167.3368
"621","Lakon","Vulnerable",-14.251,167.422
"622","Labo","Vulnerable",-16.4492,167.4481
"623","Baki","Vulnerable",-16.7013,168.145
"624","Bierebo","Vulnerable",-16.6539,168.1539
"625","Emae","Vulnerable",-17.0567,168.3956
"626","Rotuman","Vulnerable",-12.5063,177.0776
"627","Maori","Vulnerable",-38.4105,177.3632
