"","Name.in.English","Degree.of.endangerment","Latitude","Longitude"
"498","Musan","Severely endangered",-4.0355,141.361
"499","Iteri","Severely endangered",-4.0807,141.5039
"500","Koko Bera","Severely endangered",-15.6865,141.5917
"501","Ak","Severely endangered",-3.6093,141.6604
"502","Wik Ngencherr","Severely endangered",-14.0939,141.8554
"503","Dorro","Severely endangered",-9.1834,141.8994
"504","Mari","Severely endangered",-9.0478,141.8994
"505","Sera","Severely endangered",-3.0033,141.9158
"506","Warapu","Severely endangered",-2.9876,141.9838
"507","Papi","Severely endangered",-4.5,142
"508","Ari","Severely endangered",-8,142.4
"509","Yapunda","Severely endangered",-3.5,142.4
"510","Kalamo","Severely endangered",-6.7,142.5
"511","Evenki (Sakhalin)","Severely endangered",51.727,142.5585
"512","Piame","Severely endangered",-4.9,142.85
"513","Bikaru","Severely endangered",-4.8,143
"514","Nivkh (Sakhalin)","Severely endangered",51.7814,143.1628
"515","Sumariup","Severely endangered",-4.7,143.3
"516","Umpila","Severely endangered",-13.0366,143.3386
"517","Yimas","Severely endangered",-4.6038,143.6077
"518","Woleaian","Severely endangered",7.3515,143.8769
"519","Taiap","Severely endangered",-4.1,144.5
"520","Gorovu","Severely endangered",-4.5,144.6
"521","Kuku Yalanji","Severely endangered",-15.8148,144.9316
"522","Bepour","Severely endangered",-4.586,145.4184
"523","Moere","Severely endangered",-4.6038,145.437
"524","Yarawata","Severely endangered",-4.9377,145.4946
"525","Usu","Severely endangered",-5.2851,145.4974
"526","Faita","Severely endangered",-5.657,145.5001
"527","Samosa","Severely endangered",-5.0116,145.5386
"528","Mosimo","Severely endangered",-4.9473,145.5551
"529","Arawun","Severely endangered",-5.5093,145.8929
"530","Mindiri","Severely endangered",-5.5517,146.1538
"531","Nafi","Severely endangered",-6.3999,146.802
"532","Vehes","Severely endangered",-6.9427,146.9311
"533","Satawal","Severely endangered",7.3406,147.041
"534","Puluwat","Severely endangered",7.5803,149.425
"535","Namonuito","Severely endangered",8.6299,150.0128
"536","Bundjalung","Severely endangered",-28.9998,152.9077
"537","Kapingamarangi","Severely endangered",1.0828,154.8081
"538","Paafang","Severely endangered",7.6198,155.1571
"539","Even (Kamtchatka)","Severely endangered",56.062,158.9501
"540","Pingelapese","Severely endangered",6.2279,160.7107
"541","Oroha","Severely endangered",-9.7686,161.51
"542","Kosraean","Severely endangered",5.322,162.9904
"543","Pwapwa","Severely endangered",-20.8074,164.5367
"544","Pije","Severely endangered",-20.7869,164.9487
"545","Alutor","Severely endangered",60.2016,165.4238
"546","Neku","Severely endangered",-21.5169,165.4568
"547","Asumboa","Severely endangered",-11.2982,166.4868
"548","Tanimbili","Severely endangered",-11.2935,166.5211
"549","Mores","Severely endangered",-15.3583,166.8988
"550","Nauruan","Severely endangered",-0.53,166.9221
"551","Tambotalo","Severely endangered",-15.4655,167.1027
"552","Ske","Severely endangered",-15.9085,168.1924
"553","Koryak","Severely endangered",61.8561,168.6621
"554","Chukchi","Severely endangered",67.6248,176.1767
